Post ID,audience_id,platform_id,sentiment_id,Likes,Comments,Shares,Reach,Impressions,Engagement Rate
45329,16584,1,2,462,130,160,3447,7075,21.82
45334,16585,4,1,50,242,180,884,7822,53.39
45338,16586,2,3,788,140,68,3134,9069,31.78
45339,16587,2,1,164,45,116,688,7294,47.24
45343,16588,1,1,232,176,148,1704,6023,32.63
45344,16589,2,1,996,166,55,2171,8567,56.06
45345,16590,4,1,178,350,6,3914,6088,13.64
45346,16591,4,2,618,170,86,1547,1828,56.5
45348,16592,3,2,450,190,4,3898,1296,16.52
45351,16593,2,2,720,188,149,4392,5243,24.07
45352,16594,2,1,14,440,30,3594,9907,13.47
45358,16595,1,1,980,301,89,1583,1816,86.54
45359,16596,2,1,893,188,106,2592,1450,45.79
45365,16597,2,2,505,208,125,1008,6459,83.13
45369,16598,4,1,835,221,109,1621,9809,71.87
45371,16599,3,2,27,17,171,4965,7699,4.33
45376,16600,4,1,756,268,9,2704,7401,38.2
45377,16601,1,2,329,298,10,3596,2908,17.71
45388,16602,4,3,123,108,35,3199,6915,8.32
45393,16603,2,1,399,279,136,3223,7886,25.26
45394,16604,1,1,648,308,167,2484,5412,45.21
45395,16605,4,2,1,107,196,1256,7251,24.2
45397,16606,1,1,240,142,49,3949,7251,10.91
45398,16607,3,1,137,62,182,1043,3158,36.53
45404,16608,4,2,312,382,73,4176,3391,18.37
45409,16609,3,1,871,214,158,4856,1246,25.6
45412,16610,3,1,1000,206,75,2736,8001,46.82
45413,16611,4,1,554,14,86,1684,6687,38.84
45414,16612,3,1,346,134,3,4120,6216,11.72
45416,16613,3,1,330,49,178,4867,6904,11.44
45417,16614,2,2,22,253,173,3848,4040,11.64
45418,16615,2,1,954,277,192,2986,1872,47.66
45419,16616,1,1,568,333,131,4122,5244,25.04
45421,16617,2,2,480,134,196,3835,2508,21.12
45422,16618,3,3,308,302,34,1785,6033,36.08
45426,16619,3,2,121,352,38,3342,2771,15.29
45430,16620,4,3,327,428,169,2587,5781,35.72
45433,16621,1,1,348,7,143,1328,8300,37.5
45435,16622,4,2,415,42,95,3827,7817,14.42
45436,16623,1,3,536,352,22,2877,1646,31.63
45439,16624,4,3,103,117,2,3391,4743,6.55
45442,16625,4,1,974,474,92,2017,8494,76.35
45445,16626,3,1,492,132,66,4859,7807,14.2
45447,16627,4,2,404,222,66,909,8325,76.13
45452,16628,4,2,109,386,163,1897,7209,34.69
45454,16629,4,1,968,442,82,2792,7186,53.44
45455,16630,1,1,98,123,172,3682,3863,10.67
45458,16631,4,1,13,402,57,3788,1645,12.46
45462,16632,4,1,191,464,63,1606,4667,44.71
45464,16633,3,1,442,105,184,2842,1795,25.72
45469,16634,3,1,179,490,143,2121,9327,38.28
45477,16635,4,1,936,329,170,4496,8518,31.92
45480,16636,2,1,562,453,168,4504,4372,26.27
45481,16637,4,1,111,164,166,573,8361,76.96
45483,16638,3,1,912,68,1,4842,3870,20.26
45484,16639,2,1,667,346,66,4744,6441,22.74
45489,16640,3,2,565,325,130,1651,3025,61.78
45497,16641,1,3,613,337,62,4419,1175,22.9
45499,16642,3,1,632,448,98,2034,5333,57.92
45502,16643,2,2,720,154,106,1558,1456,62.9
45503,16644,1,1,484,377,177,2267,1045,45.79
45509,16645,4,3,679,269,185,4461,6983,25.4
45511,16646,1,1,118,117,81,3871,2602,8.16
45512,16647,2,3,571,447,22,4409,9935,23.59
45517,16648,4,1,250,480,89,2689,7986,30.46
45519,16649,4,3,14,201,3,4594,3935,4.75
45520,16650,3,1,205,182,188,2223,3304,25.87
45523,16651,3,1,68,262,87,4014,3195,10.39
45525,16652,4,1,777,8,199,1930,2659,50.98
45527,16653,4,1,117,89,172,3051,3646,12.39
45528,16654,2,1,356,471,13,2688,7231,31.25
45529,16655,2,3,44,301,71,2262,3512,18.39
45532,16656,2,3,927,142,104,3201,8677,36.64
45535,16657,3,1,667,464,100,2854,5338,43.13
45542,16658,2,3,38,439,3,4149,6837,11.57
45547,16659,1,3,854,361,187,3306,7722,42.41
45550,16660,3,3,853,98,91,1791,9963,58.18
45554,16661,1,2,392,434,194,1494,8638,68.27
45560,16662,3,1,274,208,200,1347,8242,50.63
45561,16663,1,2,786,411,150,3474,4450,38.77
45564,16664,1,1,120,247,140,4695,4642,10.8
45568,16665,3,1,550,156,33,784,2956,94.26
45569,16666,3,1,395,464,24,980,6247,90.1
45574,16667,2,1,286,443,27,4122,8077,18.34
45575,16668,1,3,833,247,97,4493,9352,26.2
45576,16669,3,1,312,69,116,4855,3881,10.24
45578,16670,1,1,153,225,119,4539,7722,10.95
45581,16671,4,1,497,224,140,3908,5876,22.03
45583,16672,2,2,465,307,57,3351,4385,24.74
45590,16673,3,1,146,26,120,2473,6363,11.81
45595,16674,1,1,140,294,153,2175,3838,26.99
45599,16675,1,2,772,191,189,1237,7379,93.13
45604,16676,1,1,876,382,139,1750,3644,79.83
45606,16677,1,1,621,481,169,4019,3032,31.62
45607,16678,4,2,674,291,126,3790,6396,28.79
45608,16679,3,2,893,110,50,3738,4182,28.17
45613,16680,3,1,550,430,48,1432,6734,71.79
45614,16681,3,3,260,441,172,2284,2340,38.22
45617,16682,4,1,768,287,185,1418,3910,87.45
45618,16683,4,1,368,266,10,3693,8825,17.44
45620,16684,4,1,555,9,189,4289,6658,17.56
45627,16685,2,1,843,28,119,1178,6062,84.04
45631,16686,4,1,211,6,131,2736,7445,12.72
45633,16687,3,3,981,363,50,2140,5961,65.14
45634,16688,2,1,827,293,107,3549,9586,34.57
45639,16689,4,1,442,114,17,1859,8073,30.82
45644,16690,2,2,701,349,130,2081,4951,56.7
45645,16691,1,3,43,84,0,3785,9379,3.36
45647,16692,4,3,63,414,115,3161,1818,18.73
45650,16693,1,1,582,125,73,1173,8683,66.5
45651,16694,2,3,830,438,104,2100,6737,65.33
45653,16695,1,1,907,368,103,3587,7013,38.42
45654,16696,1,2,156,128,17,4549,4536,6.62
45655,16697,2,1,278,104,180,1941,3085,28.95
45658,16698,1,2,539,429,200,4818,9950,24.24
45661,16699,3,3,374,170,67,3486,5093,17.53
45662,16700,2,3,568,167,75,3801,6274,21.31
45667,16701,4,2,878,147,53,3732,2977,28.89
45668,16702,1,3,752,165,97,2179,3241,46.54
45671,16703,1,2,240,134,53,2010,2021,21.24
45674,16704,4,2,54,149,193,2439,2367,16.24
45676,16705,2,1,945,303,175,3059,2479,46.52
45677,16706,3,1,678,461,168,3496,8065,37.39
45679,16707,2,2,292,352,110,3977,6139,18.96
45680,16708,2,1,557,490,152,2975,3181,40.3
45681,16709,2,1,241,137,14,663,9130,59.13
45682,16710,1,2,512,4,114,1350,4412,46.67
45685,16711,1,2,131,60,194,2715,2404,14.18
45686,16712,1,2,162,139,62,2511,6459,14.46
45688,16713,4,1,607,0,49,2879,1419,22.79
45689,16714,4,1,85,65,2,1021,9297,14.89
45691,16715,3,1,46,427,50,3142,4394,16.65
45694,16716,4,1,783,351,28,1681,9401,69.13
45697,16717,1,1,793,176,114,4780,7770,22.66
45698,16718,2,1,729,235,101,3496,5947,30.46
45699,16719,3,1,551,181,49,2041,8098,38.27
45700,16720,2,2,325,83,110,4616,9513,11.22
45702,16721,4,1,870,289,45,1399,6583,86.06
45703,16722,1,1,746,297,11,1841,5852,57.25
45704,16723,2,1,706,74,198,4560,6883,21.45
45707,16724,3,1,347,437,163,1670,4448,56.71
45710,16725,3,1,407,95,189,2737,7111,25.25
45713,16726,4,1,965,59,71,2057,6956,53.23
45714,16727,1,2,603,246,195,2203,3473,47.39
45716,16728,4,1,633,484,42,4032,7868,28.75
45719,16729,3,1,40,336,18,4696,6311,8.39
45720,16730,2,3,606,216,23,1581,9006,53.45
45723,16731,2,1,606,498,45,4240,7439,27.1
45727,16732,3,1,343,24,41,4003,3033,10.19
45728,16733,3,1,972,487,98,3691,9189,42.18
45729,16734,4,1,695,267,77,4535,8670,22.91
45741,16735,3,2,485,434,37,3602,2595,26.54
45744,16736,2,3,319,39,89,1956,8894,22.85
45748,16737,3,1,619,10,82,3640,8607,19.53
45751,16738,4,2,455,305,104,4398,8787,19.65
45760,16739,4,3,438,34,18,3600,3833,13.61
45768,16740,4,1,46,491,125,2568,9221,25.78
45769,16741,4,1,62,360,188,3294,8405,18.52
45776,16742,4,1,93,409,91,733,4151,80.9
45777,16743,3,1,506,0,168,2976,6361,22.65
45780,16744,2,1,388,55,113,4093,2046,13.58
45782,16745,2,1,320,339,190,4099,7176,20.71
45785,16746,4,3,299,18,50,4238,3814,8.66
45790,16747,2,1,19,153,27,1389,7639,14.33
45796,16748,3,2,241,1,127,3559,7054,10.37
45797,16749,4,1,368,350,100,1466,9504,55.8
45798,16750,3,1,555,322,121,2992,1929,33.36
45802,16751,2,2,405,423,58,1810,9815,48.95
45803,16752,3,2,670,202,67,2908,5345,32.29
45804,16753,2,1,84,163,140,2903,7598,13.33
45806,16754,4,1,549,114,144,2582,6425,31.25
45808,16755,1,3,897,159,131,4873,9759,24.36
45812,16756,4,1,89,21,196,1270,5132,24.09
45814,16757,2,1,592,278,121,1427,3140,69.45
45815,16758,3,1,936,375,197,1682,3687,89.66
45822,16759,2,1,146,346,117,3423,2159,17.79
45823,16760,4,1,250,173,94,3188,8500,16.22
45824,16761,2,1,974,484,125,1855,7294,85.34
45825,16762,1,1,197,168,139,4183,2289,12.05
45829,16763,1,1,493,302,189,4300,9802,22.88
45832,16764,3,1,317,439,4,4112,6499,18.48
45833,16765,2,1,234,160,70,1218,8169,38.1
45837,16766,1,2,664,162,115,3256,6901,28.9
45838,16767,3,1,97,446,78,820,6269,75.73
45839,16768,4,2,555,65,62,3450,2358,19.77
45841,16769,3,1,622,265,81,2980,7162,32.48
45844,16770,1,1,417,78,173,2868,1636,23.29
45847,16771,3,1,122,397,162,2338,5609,29.13
45849,16772,1,1,354,276,26,4472,8864,14.67
45851,16773,2,2,219,184,167,3592,4708,15.87
45859,16774,2,1,266,189,121,860,3955,66.98
45860,16775,4,1,950,251,52,4716,2421,26.57
45861,16776,3,1,815,200,44,2085,6978,50.79
45868,16777,4,3,190,454,32,1612,1725,41.94
45871,16778,1,1,751,6,37,3353,2056,23.68
45872,16779,2,1,521,265,180,1631,5148,59.23
45877,16780,3,2,660,378,122,4646,6424,24.97
45878,16781,1,1,784,410,159,1741,9131,77.71
45881,16782,3,1,908,138,154,4617,8580,25.99
45889,16783,4,1,127,343,166,3588,7184,17.73
45890,16784,1,3,512,312,144,3628,5898,26.68
45891,16785,4,1,453,292,12,2942,1683,25.73
45893,16786,4,2,151,297,41,4775,7342,10.24
45896,16787,2,2,75,310,28,1921,1483,21.5
45898,16788,4,1,497,180,13,2100,6834,32.86
45901,16789,4,2,248,429,121,2526,3637,31.59
45905,16790,2,3,675,164,129,1239,9845,78.13
45907,16791,4,1,783,487,93,2591,8458,52.61
45911,16792,2,1,325,120,136,3196,4417,18.18
45912,16793,1,1,114,278,21,4380,8519,9.43
45914,16794,2,1,163,77,3,4116,6255,5.9
45915,16795,1,1,158,108,131,1160,6180,34.22
45918,16796,2,3,679,236,152,1525,5905,69.97
45920,16797,1,1,450,259,41,4710,2357,15.92
45921,16798,2,1,900,12,76,991,4297,99.7
45925,16799,3,1,192,231,132,2462,4471,22.54
45927,16800,2,1,947,175,65,1459,2651,81.36
45932,16801,1,1,880,7,186,1917,2524,55.97
45933,16802,4,1,510,314,60,4900,3585,18.04
45934,16803,3,1,92,117,20,1153,6224,19.86
45935,16804,2,1,740,348,93,4117,7952,28.69
45936,16805,1,1,45,84,80,945,6729,22.12
45938,16806,2,1,182,203,136,1461,5775,35.66
45939,16807,2,1,786,312,3,1423,3967,77.37
45940,16808,4,1,771,481,28,1709,2833,74.9
45942,16809,2,2,534,423,110,4265,1759,25.02
45943,16810,3,1,959,27,13,3329,3009,30.01
45944,16811,1,1,570,387,14,1236,5625,78.56
45948,16812,3,1,959,488,176,2139,6596,75.88
45953,16813,3,1,301,295,129,2424,1063,29.91
45961,16814,3,1,213,116,116,2077,3670,21.43
45962,16815,4,1,80,348,112,3098,1145,17.43
45963,16816,3,1,794,106,169,2948,9963,36.26
45964,16817,4,1,414,36,170,3726,4333,16.64
45968,16818,3,1,124,276,154,2175,3740,25.47
45969,16819,1,1,811,258,36,2981,3630,37.07
45972,16820,3,2,782,335,23,4436,9347,25.7
45973,16821,3,1,299,346,126,847,6504,91.03
45974,16822,4,1,53,260,176,1351,5452,36.2
45975,16823,3,1,95,141,110,1370,9013,25.26
45983,16824,1,3,62,433,117,728,1463,84.07
45986,16825,2,3,705,253,51,2233,6691,45.19
45990,16826,4,2,237,324,52,4187,8420,14.64
45994,16827,4,2,358,153,106,1646,5053,37.48
45995,16828,4,1,314,163,35,1338,1607,38.27
46000,16829,1,1,960,56,45,1796,8958,59.08
46001,16830,1,3,311,374,169,1897,2015,45.02
46002,16831,1,1,737,163,34,2452,9076,38.09
46003,16832,2,2,867,194,47,1529,7044,72.47
46004,16833,3,2,598,153,134,3771,2787,23.47
46009,16834,1,1,905,171,53,2131,8106,52.98
46010,16835,2,1,704,57,74,1297,1905,64.38
46012,16836,4,1,162,354,10,1424,9289,36.94
46014,16837,4,2,353,176,108,1146,3346,55.58
46015,16838,2,1,990,25,123,2038,7584,55.84
46017,16839,3,1,523,281,128,4034,2865,23.1
46018,16840,2,1,119,484,95,2775,9445,25.15
46021,16841,1,1,509,411,7,1659,2788,55.88
46026,16842,1,1,572,99,130,2522,4159,31.76
46027,16843,1,3,414,32,199,4107,1792,15.7
46029,16844,3,2,352,6,99,2080,6352,21.97
46030,16845,3,3,607,484,190,1576,6787,81.28
46031,16846,4,1,600,390,8,3409,3437,29.28
46032,16847,3,2,51,245,126,4379,2328,9.64
46038,16848,1,1,153,348,94,4227,5091,14.08
46040,16849,1,3,271,370,179,1568,5168,52.3
46041,16850,1,1,658,111,21,4021,9846,19.65
46046,16851,4,3,64,438,137,3911,6004,16.34
46049,16852,3,1,724,407,16,3862,2484,29.7
46055,16853,1,1,617,114,14,3841,6101,19.4
46056,16854,2,2,281,488,161,2100,6299,44.29
46059,16855,4,1,245,257,67,2003,8592,28.41
46060,16856,1,1,569,134,78,3311,3736,23.59
46063,16857,2,1,910,210,182,1921,6566,67.78
46069,16858,3,1,456,232,123,1172,6342,69.2
46071,16859,3,1,457,327,168,3511,8761,27.11
46073,16860,1,1,802,37,52,1086,9776,82.04
46075,16861,3,3,537,420,86,2207,7305,47.26
46078,16862,1,2,419,494,157,1906,6187,56.14
46083,16863,2,2,754,457,163,2232,7859,61.56
46084,16864,1,1,539,269,167,4768,1176,20.45
46085,16865,4,1,185,344,97,1508,3272,41.51
46086,16866,2,1,400,14,33,3071,6992,14.56
46087,16867,2,1,321,353,55,3486,1129,20.91
46088,16868,4,1,120,168,105,4124,3291,9.53
46094,16869,1,1,470,374,142,1357,7337,72.66
46097,16870,3,3,700,431,106,1266,7899,97.71
46101,16871,3,1,88,295,170,4982,8098,11.1
46102,16872,4,1,858,333,177,3984,6385,34.34
46106,16873,3,2,53,261,59,4433,7998,8.41
46111,16874,4,1,152,290,169,4541,6978,13.46
46112,16875,4,1,307,351,45,1934,5064,36.35
46114,16876,3,1,846,298,84,4967,6779,24.72
46115,16877,2,1,596,494,107,1751,7143,68.36
46119,16878,3,2,40,242,189,3788,8891,12.43
46122,16879,3,2,849,465,119,2754,8997,52.03
46127,16880,3,3,298,499,182,4881,3877,20.06
46128,16881,3,1,71,31,146,3717,4268,6.67
46130,16882,2,2,43,5,176,4526,7707,4.95
46133,16883,1,2,381,436,155,3810,1895,25.51
46135,16884,2,1,220,238,135,2866,1973,20.69
46137,16885,1,2,839,43,198,4794,5617,22.53
46146,16886,2,1,135,118,146,3405,2278,11.72
46152,16887,4,1,516,290,93,3464,1450,25.95
46155,16888,2,3,521,321,7,4036,9214,21.04
46156,16889,4,1,952,162,198,2152,1210,60.97
46157,16890,4,3,658,385,163,3643,9275,33.1
46158,16891,1,1,105,2,177,4638,8957,6.12
46159,16892,1,1,891,207,80,4799,4142,24.55
46160,16893,3,2,155,267,138,2607,4121,21.48
46164,16894,1,1,986,375,181,1904,9973,80.99
46171,16895,2,3,558,499,51,3633,2783,30.5
46173,16896,3,1,761,278,194,4335,8824,28.44
46175,16897,3,2,570,270,33,4904,1805,17.8
46179,16898,2,3,331,234,152,3396,6449,21.11
46180,16899,1,1,530,27,120,1262,8140,53.65
46182,16900,3,1,810,119,73,1750,9358,57.26
46186,16901,2,2,747,204,107,4898,6344,21.6
46190,16902,2,1,132,30,18,4304,6690,4.18
46197,16903,3,1,128,336,68,581,6599,91.57
46204,16904,4,1,217,234,169,4079,8413,15.2
46206,16905,3,1,150,307,75,4793,5252,11.1
46210,16906,4,2,197,117,72,2998,7354,12.88
46211,16907,2,1,594,216,123,3849,1269,24.24
46213,16908,4,1,851,100,151,1875,9454,58.77
46219,16909,1,1,29,275,130,599,6106,72.45
46220,16910,2,1,188,110,178,747,1761,63.72
46222,16911,1,2,8,320,150,3756,3770,12.73
46225,16912,1,3,267,303,180,3881,3695,19.32
46227,16913,1,1,636,150,193,2454,2934,39.89
46228,16914,1,2,722,432,134,2040,7014,63.14
46233,16915,2,1,667,32,121,4863,9317,16.86
46234,16916,4,1,552,116,158,2646,5515,31.22
46239,16917,4,3,261,14,136,1873,6790,21.94
46240,16918,4,2,68,427,131,4316,9198,14.5
46243,16919,1,1,537,86,76,1944,3530,35.96
46244,16920,2,1,157,325,7,3483,6207,14.04
46250,16921,3,1,470,142,93,976,9001,72.23
46252,16922,4,1,517,48,123,2551,4366,26.97
46257,16923,1,1,693,311,79,2533,3540,42.76
46258,16924,1,1,307,373,131,3379,1520,24.0
46260,16925,1,1,87,161,93,1405,2579,24.27
46263,16926,2,3,569,19,149,763,5225,96.59
46270,16927,4,2,202,443,143,3944,4977,19.98
46273,16928,3,1,329,282,130,1145,7515,64.72
46274,16929,4,1,29,459,70,2774,7916,20.12
46275,16930,3,2,8,217,91,3221,4566,9.81
46280,16931,2,3,310,370,195,2093,6888,41.81
46285,16932,4,2,174,310,140,4885,5222,12.77
46287,16933,3,2,158,77,173,3922,5624,10.4
46289,16934,4,2,196,171,45,4862,5664,8.47
46291,16935,3,1,153,76,162,633,7215,61.77
46295,16936,1,1,439,412,146,2619,7869,38.07
46298,16937,4,2,317,324,119,3990,8594,19.05
46299,16938,4,3,839,17,161,2480,7178,41.01
46301,16939,3,2,25,484,80,4516,3041,13.04
46302,16940,4,1,110,79,148,2197,3811,15.34
46303,16941,2,1,510,434,78,2225,2187,45.93
46315,16942,3,2,179,131,132,2101,1511,21.04
46316,16943,2,1,443,57,192,3068,3583,22.56
46318,16944,4,1,23,465,108,3178,7261,18.75
46320,16945,3,1,17,382,99,1319,3594,37.76
46321,16946,4,1,468,340,143,1107,2777,85.91
46325,16947,3,1,777,461,18,1639,1158,76.63
46326,16948,4,3,431,110,22,4826,1025,11.67
46327,16949,1,2,450,56,46,4201,4189,13.14
46328,16950,3,1,799,434,124,4665,9555,29.09
46329,16951,2,1,419,409,171,2873,7259,34.77
46331,16952,1,2,720,81,92,2389,4125,37.38
46334,16953,3,1,124,428,190,2169,1021,34.21
46335,16954,1,2,68,460,155,3595,7707,19.0
46336,16955,4,3,503,371,141,3257,3834,31.16
46338,16956,1,1,438,294,64,2756,8987,28.88
46341,16957,4,1,818,197,115,2652,6901,42.61
46346,16958,1,1,648,112,150,4860,1255,18.72
46348,16959,4,3,579,119,89,4171,2979,18.87
46350,16960,4,1,767,19,20,4381,6750,18.4
46351,16961,4,1,826,457,107,2219,9612,62.64
46359,16962,3,2,11,404,15,2333,3802,18.43
46360,16963,4,1,385,287,98,3763,4137,20.46
46362,16964,3,1,328,392,107,4478,2223,18.47
46366,16965,4,1,75,333,156,4464,5122,12.63
46368,16966,4,3,48,72,49,4625,7160,3.65
46369,16967,2,2,565,77,176,1607,7409,50.9
46370,16968,1,2,813,315,164,2910,8294,44.4
46373,16969,3,1,749,281,132,4451,8826,26.11
46374,16970,1,1,607,242,35,3286,3542,26.9
46376,16971,4,1,934,153,28,2062,8061,54.07
46377,16972,4,1,59,80,146,2265,3279,12.58
46379,16973,4,1,965,198,187,3353,5331,40.26
46380,16974,1,1,136,93,29,3333,3155,7.74
46383,16975,2,3,717,487,173,1432,9005,96.16
46384,16976,4,1,726,64,157,4542,4804,20.85
46393,16977,4,1,151,128,117,1912,5032,20.71
46395,16978,4,1,97,171,107,892,3736,42.04
46401,16979,4,1,134,405,153,4822,9224,14.35
46405,16980,1,1,610,153,36,4199,9439,19.03
46408,16981,3,2,343,426,52,4131,1787,19.87
46409,16982,1,1,712,369,59,4417,2833,25.81
46410,16983,3,1,642,14,15,1522,6252,44.09
46414,16984,2,1,378,298,157,2638,2021,31.58
46415,16985,1,1,719,269,169,4065,4158,28.46
46418,16986,2,1,227,193,97,1668,4708,31.0
46422,16987,3,2,413,172,2,4947,1479,11.87
46435,16988,3,1,239,285,105,1904,4459,33.04
46436,16989,2,1,556,423,142,1614,3316,69.45
46439,16990,4,1,65,204,52,4838,8394,6.63
46441,16991,1,1,14,461,162,4768,2013,13.36
46445,16992,3,1,178,43,74,3707,7125,7.96
46449,16993,4,3,393,402,189,4707,5300,20.91
46451,16994,1,2,507,196,61,4107,7697,18.6
46453,16995,1,3,830,15,170,4371,8267,23.22
46454,16996,3,3,438,151,49,3599,4451,17.73
46455,16997,3,1,120,175,11,2326,4690,13.16
46457,16998,2,2,131,62,196,989,2660,39.33
46458,16999,4,3,251,267,190,3856,7079,18.36
46459,17000,2,2,522,257,142,2858,1319,32.23
46463,17001,1,1,966,15,192,1798,9220,65.24
46464,17002,4,2,470,257,27,4486,7218,16.81
46472,17003,1,1,85,96,176,4634,5078,7.7
46473,17004,3,1,866,92,14,2613,2682,37.2
46474,17005,4,1,744,172,34,4710,5223,20.17
46477,17006,3,1,61,333,46,1328,2282,33.13
46493,17007,4,2,923,120,117,4439,4584,26.13
46494,17008,3,1,269,126,76,2584,5494,18.23
46495,17009,4,1,0,111,7,3386,6148,3.48
46499,17010,4,1,261,430,12,3784,4070,18.58
46500,17011,2,1,51,111,83,2201,7410,11.13
46503,17012,3,3,85,272,68,3820,2678,11.13
46504,17013,1,1,275,491,9,790,6605,98.1
46507,17014,2,1,943,93,112,2998,5644,38.29
46509,17015,2,3,504,241,136,943,7988,93.43
46511,17016,2,2,352,445,78,4792,4999,18.26
46514,17017,1,1,127,266,85,3121,5860,15.32
46515,17018,4,2,372,363,177,3649,2636,24.99
46516,17019,4,3,56,323,180,2066,7745,27.06
46517,17020,1,3,185,94,31,3449,4759,8.99
46518,17021,1,3,233,25,185,816,1376,54.29
46519,17022,4,3,333,51,85,3654,3100,12.84
46520,17023,4,2,319,448,52,1573,2473,52.07
46521,17024,1,2,795,138,175,3162,8904,35.04
46522,17025,3,2,175,418,54,1230,3098,52.6
46523,17026,2,2,730,423,98,2589,1633,48.32
46528,17027,3,1,947,255,42,1516,4206,82.06
46529,17028,4,1,29,472,121,3578,8435,17.38
46531,17029,3,1,936,1,30,3390,6442,28.53
46532,17030,1,1,329,37,60,1446,5403,29.46
46534,17031,3,2,187,8,194,3124,8211,12.45
46536,17032,2,3,296,176,21,2835,2044,17.39
46538,17033,2,1,243,334,135,1638,7219,43.47
46539,17034,3,1,186,343,25,3634,2628,15.24
46545,17035,3,2,767,282,91,2986,9036,38.18
46546,17036,1,1,118,64,47,3971,1445,5.77
46548,17037,4,3,656,319,21,3049,1223,32.67
46553,17038,1,1,7,32,156,3182,8063,6.13
46554,17039,1,3,75,55,101,3401,3904,6.79
46556,17040,1,1,74,134,71,1357,4146,20.56
46560,17041,4,1,245,180,132,4951,7797,11.25
46561,17042,2,1,420,63,176,1081,6715,60.96
46562,17043,2,1,557,175,105,3188,1288,26.25
46563,17044,4,1,924,362,125,2489,3800,56.69
46565,17045,3,1,31,254,157,3810,3860,11.6
46566,17046,4,3,176,67,119,516,3989,70.16
46567,17047,4,2,812,101,121,4526,8303,22.85
46569,17048,1,1,894,170,98,2876,1086,40.4
46572,17049,2,1,214,107,101,3363,9994,12.55
46575,17050,4,1,180,21,145,667,6631,51.87
46577,17051,1,1,984,407,164,4293,6506,36.22
46578,17052,3,1,265,187,74,4779,5613,11.01
46583,17053,2,1,751,300,143,2461,1131,48.52
46584,17054,1,1,842,433,45,3193,4887,41.34
46586,17055,2,1,968,310,123,2535,9831,55.27
46588,17056,2,1,187,190,163,937,9445,57.63
46592,17057,1,1,837,3,76,3952,3859,23.18
46594,17058,1,3,909,325,34,2058,1351,61.61
46596,17059,3,1,887,231,165,4406,1106,29.12
46597,17060,3,1,451,289,89,840,4556,98.69
46606,17061,1,2,824,28,165,1814,7546,56.06
46611,17062,3,1,552,435,144,3356,7739,33.7
46612,17063,4,1,348,357,141,2059,6046,41.09
46614,17064,1,1,240,474,15,997,8669,73.12
46619,17065,3,1,873,151,94,3715,9477,30.09
46622,17066,1,1,105,274,174,1293,1821,42.77
46625,17067,2,1,480,196,18,2679,6706,25.91
46626,17068,3,1,398,150,39,1874,7695,31.32
46627,17069,4,2,318,206,111,2900,5918,21.9
46629,17070,4,2,607,69,29,3267,5709,21.58
46630,17071,3,1,184,301,59,3849,5065,14.13
46635,17072,2,1,962,60,51,2747,8145,39.06
46636,17073,4,1,643,93,142,942,1237,93.21
46640,17074,2,1,509,366,82,3062,8030,31.25
46641,17075,3,1,305,13,50,3855,6990,9.55
46642,17076,3,1,455,42,89,2865,1967,20.45
46643,17077,1,1,294,177,185,2372,3771,27.66
46646,17078,1,2,355,312,53,1678,9148,42.91
46652,17079,2,1,200,367,128,3064,7774,22.68
46657,17080,3,1,920,452,190,3142,7825,49.71
46658,17081,2,1,166,102,136,2793,8936,14.46
46660,17082,3,3,834,147,90,1130,4750,94.78
46663,17083,3,1,828,304,57,4764,1765,24.96
46665,17084,3,1,74,56,114,2278,4368,10.71
46670,17085,3,2,28,282,163,3626,4280,13.04
46671,17086,4,1,698,211,53,1613,6956,59.64
46672,17087,1,1,580,176,171,1326,2914,69.91
46680,17088,4,1,707,99,163,2283,5123,42.44
46683,17089,2,1,270,87,49,1602,8660,25.34
46684,17090,1,1,678,254,93,1959,4203,52.32
46687,17091,1,1,935,428,29,4544,9829,30.63
46690,17092,1,3,213,105,45,896,6256,40.51
46693,17093,1,1,35,67,65,1960,6546,8.52
46694,17094,3,1,757,424,42,1879,8317,65.09
46697,17095,3,1,390,42,164,2476,3105,24.07
46700,17096,4,1,352,140,176,2298,5784,29.07
46704,17097,2,1,921,389,122,3537,9845,40.49
46706,17098,2,1,22,489,39,2205,1307,24.94
46707,17099,1,1,633,143,79,3348,7928,25.54
46708,17100,1,2,655,229,48,4052,7327,23.0
46711,17101,4,1,750,67,67,2039,4104,43.35
46712,17102,4,1,931,220,106,3744,1971,33.57
46713,17103,3,1,245,382,70,791,8540,88.12
46714,17104,4,1,690,163,14,4947,6875,17.53
46715,17105,3,3,501,54,17,1015,5731,56.35
46716,17106,2,2,248,148,159,674,1711,82.34
46720,17107,2,1,396,39,102,4517,5898,11.89
46722,17108,3,1,767,443,112,4058,2815,32.58
46723,17109,1,1,149,317,166,3287,1139,19.23
46726,17110,4,1,679,9,24,4418,3440,16.12
46730,17111,2,2,399,150,171,3600,8676,20.0
46731,17112,3,3,95,319,24,2793,2381,15.68
46735,17113,4,2,722,148,43,2389,9110,38.22
46737,17114,1,1,354,96,93,3086,5401,17.6
46738,17115,2,1,393,184,185,1763,4259,43.22
46740,17116,2,3,93,477,184,4102,7987,18.38
46741,17117,1,1,407,417,200,1347,2527,76.02
46746,17118,1,3,547,426,169,3741,3948,30.53
46750,17119,2,1,31,330,1,4917,4323,7.36
46757,17120,4,1,398,261,58,2147,6573,33.4
