audience_id,Audience Gender,Audience Age,Audience Location,Audience Interests
22190,Female,30,Afghanistan,thousand
22191,Other,28,Honduras,car
22192,Female,63,Singapore,effect
22193,Other,47,Greece,quickly
22194,Other,42,Guadeloupe,until
22195,Male,44,Namibia,group
22196,Other,44,Greece,traditional
22197,Female,47,Antigua and Barbuda,blood
22198,Other,46,Afghanistan,fish
22199,Female,65,Sri Lanka,month
22200,Other,65,Venezuela,night
22201,Other,20,Tanzania,sister
22202,Male,41,Tuvalu,use
22203,Other,65,Oman,surface
22204,Male,61,Mali,chair
22205,Other,46,Mexico,price
22206,Other,62,Lebanon,list
22207,Female,49,Botswana,anything
22208,Male,33,Vanuatu,who
22209,Female,20,Azerbaijan,physical
22210,Female,54,Latvia,prevent
22211,Male,48,Liechtenstein,should
22212,Other,42,Timor-Leste,position
22213,Other,62,Haiti,focus
22214,Female,53,Nauru,authority
22215,Female,24,Martinique,development
22216,Female,34,Libyan Arab Jamahiriya,evidence
22217,Other,25,Italy,all
22218,Male,50,Nauru,when
22219,Male,59,Estonia,speak
22220,Other,50,Singapore,citizen
22221,Other,35,Iraq,machine
22222,Female,37,United Kingdom,where
22223,Male,55,Marshall Islands,late
22224,Male,65,Armenia,fill
22225,Female,40,Cambodia,country
22226,Other,18,Niue,want
22227,Male,39,Lithuania,hear
22228,Female,60,Guatemala,far
22229,Female,31,Nepal,in
22230,Male,50,Falkland Islands (Malvinas),would
22231,Male,44,Svalbard & Jan Mayen Islands,technology
22232,Female,55,Swaziland,visit
22233,Other,40,Senegal,miss
22234,Male,58,Paraguay,week
22235,Other,51,Kuwait,reveal
22236,Male,55,Cambodia,attack
22237,Female,65,Greece,themselves
22238,Other,44,France,election
22239,Female,63,Paraguay,reveal
22240,Female,24,Greenland,especially
22241,Female,51,Mozambique,in
22242,Female,32,Bulgaria,get
22243,Other,56,Argentina,film
22244,Other,24,Mauritius,conference
22245,Female,32,Russian Federation,decide
22246,Female,47,Martinique,nearly
22247,Female,63,El Salvador,audience
22248,Female,59,Solomon Islands,cold
22249,Female,24,Guatemala,reason
22250,Male,59,Nigeria,scientist
22251,Other,37,Japan,beat
22252,Other,22,Myanmar,worry
22253,Female,47,Lesotho,school
22254,Female,57,Uruguay,central
22255,Male,32,Turkey,generation
22256,Male,35,San Marino,station
22257,Other,21,Korea,manage
22258,Female,21,Wallis and Futuna,environment
22259,Female,55,Estonia,reduce
22260,Male,28,Oman,situation
22261,Other,25,Uganda,wish
22262,Female,56,Djibouti,fly
22263,Other,37,Senegal,paper
22264,Female,49,Sao Tome and Principe,beat
22265,Other,36,Mongolia,important
22266,Male,32,Madagascar,age
22267,Female,22,Timor-Leste,smile
22268,Other,25,Greece,subject
22269,Male,39,Morocco,institution
22270,Male,60,Sweden,piece
22271,Female,31,Jamaica,last
22272,Male,38,Argentina,fly
22273,Female,49,Saint Kitts and Nevis,employee
22274,Female,40,Iraq,executive
22275,Female,56,Germany,allow
22276,Female,51,Tuvalu,act
22277,Female,34,Venezuela,friend
22278,Other,42,Portugal,whose
22279,Female,42,Bhutan,way
22280,Female,26,Saint Pierre and Miquelon,notice
22281,Female,52,Taiwan,expect
22282,Male,40,Uganda,purpose
22283,Other,60,Bosnia and Herzegovina,police
22284,Other,28,Macao,provide
22285,Female,38,Fiji,general
22286,Other,33,Somalia,south
22287,Female,42,United States Virgin Islands,great
22288,Female,32,Philippines,production
22289,Other,31,Cocos (Keeling) Islands,spring
22290,Other,33,Malaysia,north
22291,Male,43,Thailand,thing
22292,Other,32,Barbados,the
22293,Female,33,Malaysia,inside
22294,Male,48,Benin,live
22295,Male,56,Australia,these
22296,Female,21,Barbados,give
22297,Other,20,Bulgaria,really
22298,Female,30,Western Sahara,just
22299,Female,18,India,Republican
22300,Female,43,Slovakia (Slovak Republic),throw
22301,Other,50,Oman,I
22302,Male,29,Kuwait,small
22303,Female,20,China,class
22304,Male,57,India,condition
22305,Female,40,Netherlands,at
22306,Female,54,Martinique,tree
22307,Other,47,Spain,practice
22308,Female,18,Guam,social
22309,Male,36,Grenada,Republican
22310,Male,49,Bulgaria,modern
22311,Other,55,Bangladesh,popular
22312,Female,28,Hungary,out
22313,Other,25,Turkmenistan,time
22314,Other,48,British Indian Ocean Territory (Chagos Archipelago),peace
22315,Male,38,Chad,make
22316,Female,59,Niue,agency
22317,Other,50,Sweden,capital
22318,Male,47,Tajikistan,perform
22319,Female,23,Hong Kong,suffer
22320,Male,27,Tokelau,beyond
22321,Male,21,Latvia,similar
22322,Other,36,Somalia,after
22323,Female,30,Canada,kid
22324,Other,37,Angola,maintain
22325,Other,65,Uruguay,similar
22326,Male,39,Switzerland,theory
22327,Other,61,Antarctica (the territory South of 60 deg S),risk
22328,Male,31,United States Minor Outlying Islands,state
22329,Other,65,Gambia,care
22330,Female,27,Korea,trade
22331,Other,60,Trinidad and Tobago,soon
22332,Other,53,Latvia,lay
22333,Male,55,Kyrgyz Republic,son
22334,Male,55,Reunion,often
22335,Male,29,Switzerland,measure
22336,Other,40,Monaco,person
22337,Female,64,Hungary,star
22338,Other,34,Tonga,education
22339,Male,64,Ghana,talk
22340,Female,28,Bosnia and Herzegovina,concern
22341,Other,33,Bangladesh,party
22342,Other,52,Armenia,case
22343,Female,57,Sri Lanka,develop
22344,Other,48,Sierra Leone,leave
22345,Male,40,Kiribati,positive
22346,Male,21,Isle of Man,student
22347,Male,52,Kazakhstan,billion
22348,Female,55,Jersey,positive
22349,Other,32,Guinea,father
22350,Other,18,Gibraltar,dinner
22351,Other,33,Lebanon,office
22352,Male,35,Tokelau,often
22353,Female,26,Netherlands Antilles,order
22354,Female,51,Comoros,dog
22355,Male,29,Senegal,win
22356,Male,31,Central African Republic,film
22357,Male,61,Argentina,make
22358,Female,31,Afghanistan,school
22359,Male,34,Christmas Island,chance
22360,Male,24,Christmas Island,you
22361,Female,54,Yemen,Republican
22362,Female,39,Germany,memory
22363,Male,26,Sao Tome and Principe,ground
22364,Other,26,Brazil,east
22365,Female,55,Finland,policy
22366,Male,28,Holy See (Vatican City State),case
22367,Other,19,Brazil,last
22368,Male,55,Gibraltar,very
22369,Male,53,Saint Helena,one
22370,Female,48,Australia,current
22371,Female,39,Reunion,late
22372,Other,21,Tajikistan,increase
22373,Male,51,Brunei Darussalam,side
22374,Female,45,United Kingdom,value
22375,Male,22,Iraq,drive
22376,Female,62,Ireland,scientist
22377,Female,28,Guyana,cup
22378,Other,38,Argentina,report
22379,Male,19,Cuba,although
22380,Other,45,Latvia,mind
22381,Male,46,Yemen,certainly
22382,Female,36,Andorra,enough
22383,Male,52,Spain,medical
22384,Female,41,Iceland,prevent
22385,Male,60,Macao,language
22386,Other,35,Korea,class
22387,Male,49,Belize,ability
22388,Male,47,Comoros,Mrs
22389,Male,43,Bahrain,trial
22390,Male,25,Mongolia,assume
22391,Other,25,Guam,traditional
22392,Male,34,Cambodia,sport
22393,Other,46,Mauritania,size
22394,Female,50,Serbia,ago
22395,Other,61,Singapore,manager
22396,Male,62,Korea,piece
22397,Male,46,Seychelles,because
22398,Other,22,Kuwait,change
22399,Female,52,Honduras,make
22400,Other,39,Anguilla,myself
22401,Male,56,Cyprus,improve
22402,Male,36,Costa Rica,first
22403,Female,36,Turkmenistan,require
22404,Other,38,Georgia,nature
22405,Other,51,Senegal,up
22406,Male,54,El Salvador,community
22407,Female,39,Armenia,improve
22408,Female,33,Mayotte,economy
22409,Female,28,Myanmar,against
22410,Male,43,Japan,sign
22411,Female,31,Niger,break
22412,Male,20,Nigeria,difference
22413,Male,53,Philippines,stand
22414,Male,45,Western Sahara,the
22415,Female,40,Antigua and Barbuda,size
22416,Female,49,Zimbabwe,without
22417,Female,50,Lebanon,home
22418,Male,18,Marshall Islands,be
22419,Male,39,Luxembourg,car
22420,Other,29,Sao Tome and Principe,miss
22421,Female,46,Guinea-Bissau,store
22422,Other,50,Uzbekistan,local
22423,Other,56,Slovenia,race
22424,Other,30,Burundi,memory
22425,Other,51,Georgia,argue
22426,Other,49,Malaysia,couple
22427,Female,21,Slovenia,worker
22428,Male,32,Vietnam,campaign
22429,Other,41,El Salvador,not
22430,Female,65,Tokelau,herself
22431,Other,51,Zambia,article
22432,Male,34,Canada,fight
22433,Other,21,Sri Lanka,account
22434,Other,51,Monaco,sing
22435,Male,37,Botswana,so
22436,Female,58,Saint Pierre and Miquelon,good
22437,Other,42,Lithuania,serve
22438,Male,63,Uzbekistan,read
22439,Other,33,Myanmar,much
22440,Male,53,Iceland,community
22441,Male,18,United Kingdom,sort
22442,Female,64,Morocco,line
22443,Other,27,Costa Rica,expect
22444,Other,46,Morocco,vote
22445,Female,37,El Salvador,traditional
22446,Female,53,Marshall Islands,rock
22447,Female,43,Kuwait,role
22448,Female,45,Heard Island and McDonald Islands,plant
22449,Male,53,Bangladesh,account
22450,Other,40,Congo,television
22451,Male,45,Egypt,a
22452,Male,50,United Kingdom,most
22453,Other,42,Saint Helena,choice
22454,Female,62,Seychelles,oil
22455,Other,31,Turkmenistan,candidate
22456,Male,57,Cook Islands,woman
22457,Female,20,Cape Verde,live
22458,Female,64,Pitcairn Islands,wonder
22459,Male,57,Mayotte,beat
22460,Female,33,Solomon Islands,fire
22461,Male,47,Paraguay,performance
22462,Male,50,Russian Federation,final
22463,Female,57,Monaco,until
22464,Female,52,El Salvador,store
22465,Male,40,Dominica,method
22466,Male,35,Anguilla,continue
22467,Female,34,Liechtenstein,majority
22468,Male,33,Albania,occur
22469,Other,57,Fiji,special
22470,Male,26,Niue,weight
22471,Male,32,Antarctica (the territory South of 60 deg S),stop
22472,Other,27,Belarus,population
22473,Male,36,Iran,weight
22474,Other,25,Serbia,site
22475,Male,38,Vanuatu,pick
22476,Female,34,Faroe Islands,still
22477,Other,53,Eritrea,different
22478,Male,30,Luxembourg,staff
22479,Other,51,Timor-Leste,push
22480,Female,27,United States Virgin Islands,opportunity
22481,Other,35,Guyana,prevent
22482,Male,50,Jersey,wall
22483,Female,36,Dominica,but
22484,Other,23,Saint Pierre and Miquelon,current
22485,Female,63,Swaziland,sell
22486,Female,56,Holy See (Vatican City State),affect
22487,Female,27,Malta,cover
22488,Male,44,Slovakia (Slovak Republic),approach
22489,Other,20,Samoa,sister
22490,Male,50,Malta,north
22491,Male,38,Mexico,the
22492,Male,63,Tajikistan,special
22493,Female,61,San Marino,into
22494,Other,39,Kiribati,wall
22495,Other,51,Ecuador,performance
22496,Other,18,Montserrat,others
22497,Female,57,Falkland Islands (Malvinas),still
22498,Female,52,Martinique,win
22499,Male,52,British Indian Ocean Territory (Chagos Archipelago),soldier
22500,Female,40,French Polynesia,middle
22501,Male,42,Mauritania,drug
22502,Female,33,Saint Barthelemy,morning
22503,Male,22,Guinea-Bissau,television
22504,Male,53,Montenegro,mother
22505,Male,24,Bahrain,position
22506,Other,42,North Macedonia,value
22507,Male,39,Lao People's Democratic Republic,tough
22508,Male,25,Mexico,idea
22509,Male,54,Antarctica (the territory South of 60 deg S),ever
22510,Male,37,Angola,foreign
22511,Male,25,United States Minor Outlying Islands,beat
22512,Other,38,French Southern Territories,instead
22513,Female,34,Germany,property
22514,Other,27,United States Minor Outlying Islands,key
22515,Female,59,Uzbekistan,instead
22516,Male,41,Burundi,position
22517,Female,49,Portugal,entire
22518,Female,59,Solomon Islands,goal
22519,Other,19,Andorra,the
22520,Female,56,Portugal,now
22521,Female,32,Isle of Man,job
22522,Male,46,Fiji,section
22523,Male,26,Qatar,assume
22524,Female,42,United Kingdom,plant
22525,Female,57,Heard Island and McDonald Islands,receive
22526,Male,57,Brazil,world
22527,Other,53,Togo,office
22528,Female,55,Peru,television
22529,Other,65,Sri Lanka,college
22530,Female,19,Taiwan,area
22531,Other,24,Cambodia,middle
22532,Other,64,Saint Martin,once
22533,Male,33,Nauru,huge
22534,Female,36,Turkmenistan,sport
22535,Female,29,Japan,partner
22536,Female,53,Japan,red
22537,Male,22,Czech Republic,way
22538,Female,25,Saint Pierre and Miquelon,identify
22539,Male,27,Northern Mariana Islands,series
22540,Male,46,Vanuatu,not
22541,Male,34,Thailand,policy
22542,Female,42,Mexico,instead
22543,Male,38,Kyrgyz Republic,gun
22544,Male,44,Taiwan,suffer
22545,Male,31,Congo,list
22546,Other,24,United States of America,cost
22547,Other,41,Tajikistan,professor
22548,Other,31,Colombia,information
22549,Other,27,Pakistan,join
22550,Female,30,Serbia,direction
22551,Male,45,Holy See (Vatican City State),argue
22552,Male,18,Andorra,contain
22553,Female,27,Brunei Darussalam,memory
22554,Female,42,Kenya,near
22555,Male,36,Oman,eat
22556,Other,52,Fiji,form
22557,Male,41,Central African Republic,daughter
22558,Female,56,Denmark,billion
22559,Male,35,Jordan,yet
22560,Female,45,Micronesia,Republican
22561,Male,40,Turkmenistan,all
22562,Female,27,Australia,difficult
22563,Other,31,Cameroon,able
22564,Male,32,United States Minor Outlying Islands,available
22565,Other,48,Nigeria,history
22566,Female,52,Singapore,between
22567,Female,22,Chile,pay
22568,Female,18,Estonia,prepare
22569,Female,55,Saint Pierre and Miquelon,north
22570,Female,49,Montserrat,movement
22571,Male,48,Israel,send
22572,Male,28,Nauru,care
22573,Male,59,Turkmenistan,report
22574,Male,59,Heard Island and McDonald Islands,image
22575,Female,34,Bosnia and Herzegovina,bar
22576,Other,49,Swaziland,data
22577,Male,38,Tokelau,might
22578,Other,31,Martinique,enjoy
22579,Other,25,Monaco,add
22580,Male,59,Singapore,election
22581,Female,23,Brunei Darussalam,box
22582,Other,57,Guyana,safe
22583,Female,57,Thailand,offer
22584,Female,49,Philippines,provide
22585,Other,19,Burkina Faso,environment
22586,Male,33,Colombia,walk
22587,Female,36,Togo,why
22588,Other,29,Philippines,its
22589,Female,58,Tajikistan,write
22590,Other,36,Brazil,worry
22591,Female,47,Dominican Republic,friend
22592,Other,37,South Georgia and the South Sandwich Islands,same
22593,Female,57,Saint Helena,role
22594,Female,53,Ghana,citizen
22595,Female,49,Vanuatu,vote
22596,Female,43,Serbia,parent
22597,Other,65,Uruguay,grow
22598,Male,27,South Georgia and the South Sandwich Islands,play
22599,Male,52,Fiji,including
22600,Female,25,Christmas Island,thing
22601,Male,19,Kuwait,never
22602,Female,38,Iraq,meeting
22603,Female,21,Kuwait,reach
22604,Male,34,Faroe Islands,manager
22605,Female,45,Sao Tome and Principe,relationship
22606,Male,23,Saint Pierre and Miquelon,rest
22607,Other,53,Lao People's Democratic Republic,why
22608,Female,50,Austria,general
22609,Other,59,United States Virgin Islands,TRUE
22610,Male,54,Aruba,down
22611,Female,52,Norfolk Island,positive
22612,Other,65,Haiti,might
22613,Female,28,Chad,show
22614,Other,18,Guatemala,suffer
22615,Other,43,South Georgia and the South Sandwich Islands,build
22616,Male,47,Indonesia,point
22617,Male,33,New Zealand,Mrs
22618,Male,57,Tuvalu,east
22619,Male,34,Azerbaijan,more
22620,Female,36,Chad,guess
22621,Female,42,Belize,they
22622,Other,61,France,interesting
22623,Other,20,Ghana,science
22624,Female,33,Uzbekistan,idea
22625,Female,62,Togo,floor
22626,Male,43,Sudan,think
22627,Female,57,Russian Federation,our
22628,Female,24,Afghanistan,everything
22629,Female,48,Trinidad and Tobago,else
22630,Other,46,Seychelles,mouth
22631,Female,42,Israel,us
22632,Male,22,Iceland,hand
22633,Other,40,Senegal,finish
22634,Male,47,Antarctica (the territory South of 60 deg S),during
22635,Other,43,El Salvador,store
22636,Male,58,French Polynesia,recent
22637,Female,62,Saint Kitts and Nevis,president
22638,Male,19,Antigua and Barbuda,rock
22639,Male,65,United States Minor Outlying Islands,anything
22640,Other,42,Svalbard & Jan Mayen Islands,they
22641,Male,58,Malta,impact
22642,Other,32,Bosnia and Herzegovina,paper
22643,Other,27,United Kingdom,why
22644,Male,22,Mexico,affect
22645,Male,39,Cameroon,walk
22646,Female,40,Reunion,so
22647,Male,38,Cook Islands,herself
22648,Other,28,Norway,technology
22649,Other,50,French Guiana,develop
22650,Other,50,United Kingdom,half
22651,Other,40,Eritrea,movement
22652,Other,39,Portugal,over
22653,Male,52,Vanuatu,game
22654,Other,27,Brunei Darussalam,ever
22655,Other,57,Western Sahara,reason
22656,Male,55,Vanuatu,military
22657,Male,34,Portugal,professor
22658,Female,20,El Salvador,increase
22659,Other,45,Papua New Guinea,together
22660,Male,53,Sao Tome and Principe,science
22661,Other,45,Tajikistan,election
22662,Female,34,United Arab Emirates,commercial
22663,Male,45,Cameroon,attack
22664,Female,28,Belarus,everybody
22665,Female,64,French Guiana,according
22666,Male,35,Equatorial Guinea,away
22667,Male,53,Romania,author
22668,Male,22,Guernsey,gas
22669,Male,44,Ukraine,miss
22670,Other,31,Poland,travel
22671,Female,54,Saint Barthelemy,seem
22672,Other,33,Uzbekistan,student
22673,Male,47,China,skill
22674,Female,42,Guyana,most
22675,Male,51,Ireland,four
22676,Female,34,Peru,news
22677,Female,41,Ukraine,economic
22678,Female,59,Antigua and Barbuda,card
22679,Other,31,Vanuatu,writer
22680,Male,57,Mauritania,mind
22681,Male,61,North Macedonia,represent
22682,Male,39,Kyrgyz Republic,put
22683,Other,59,Equatorial Guinea,star
22684,Female,63,Mali,because
22685,Other,57,Austria,field
22686,Female,62,Marshall Islands,anything
22687,Other,31,Martinique,possible
22688,Male,29,Northern Mariana Islands,wear
22689,Male,27,Macao,free
22690,Male,56,Yemen,trip
22691,Other,46,Azerbaijan,they
22692,Female,22,Holy See (Vatican City State),history
22693,Other,32,Israel,low
22694,Female,45,Jamaica,trial
22695,Male,55,Paraguay,board
22696,Male,60,Chile,air
22697,Female,50,Guadeloupe,value
22698,Female,56,Kenya,history
22699,Female,46,Japan,energy
22700,Other,20,Bermuda,ball
22701,Other,47,Bouvet Island (Bouvetoya),get
22702,Male,19,Kyrgyz Republic,but
22703,Male,64,Peru,pretty
22704,Male,28,Sierra Leone,staff
22705,Female,21,United States Virgin Islands,senior
22706,Other,51,Martinique,standard
22707,Male,40,Seychelles,player
22708,Male,33,Guatemala,can
22709,Other,64,Micronesia,whole
22710,Other,41,Bangladesh,instead
22711,Other,32,Jersey,chance
22712,Female,46,South Georgia and the South Sandwich Islands,sometimes
22713,Male,29,Sweden,break
22714,Male,35,Bouvet Island (Bouvetoya),bed
22715,Female,24,Bahrain,report
22716,Male,27,Yemen,human
22717,Female,55,Grenada,rule
22718,Female,39,Zimbabwe,hair
22719,Male,64,Ghana,no
22720,Male,62,South Georgia and the South Sandwich Islands,traditional
22721,Male,34,Dominican Republic,store
22722,Male,49,Liberia,local
22723,Male,40,South Georgia and the South Sandwich Islands,charge
22724,Other,53,Mali,order
22725,Male,58,Syrian Arab Republic,soldier
22726,Male,29,Ghana,shake
22727,Male,20,Guatemala,experience
22728,Male,28,New Caledonia,heart
22729,Male,63,Mozambique,middle
22730,Male,55,Cameroon,service
22731,Female,61,Estonia,lay
22732,Male,55,Nigeria,my
22733,Female,34,Guinea,provide
22734,Female,57,Wallis and Futuna,they
22735,Other,31,Ukraine,may
22736,Other,38,Dominican Republic,wonder
22737,Other,23,Holy See (Vatican City State),statement
22738,Male,57,Sudan,able
22739,Male,22,Sao Tome and Principe,director
22740,Female,62,Macao,million
22741,Male,38,Mayotte,business
22742,Male,39,Yemen,the
22743,Male,22,Greece,my
22744,Other,20,Antarctica (the territory South of 60 deg S),factor
22745,Other,35,Netherlands Antilles,role
22746,Other,55,Namibia,plant
22747,Male,36,Azerbaijan,share
22748,Male,23,Germany,sign
22749,Other,58,Cook Islands,amount
22750,Male,56,Eritrea,anyone
22751,Female,60,Guam,decade
22752,Male,64,Equatorial Guinea,event
22753,Female,35,Mauritius,report
22754,Other,35,Ireland,try
22755,Other,27,Azerbaijan,wish
22756,Male,65,Jordan,cell
22757,Other,23,Ethiopia,military
22758,Male,37,Bahamas,able
22759,Female,30,Germany,no
22760,Male,36,Hong Kong,very
22761,Other,51,Malawi,which
22762,Female,63,Brazil,response
22763,Other,33,Rwanda,respond
22764,Other,40,Argentina,town
22765,Male,59,Bulgaria,detail
22766,Male,49,Turkey,last
22767,Female,22,Thailand,particularly
22768,Female,58,Congo,PM
22769,Other,20,Saint Lucia,sound
22770,Other,60,Senegal,decision
22771,Female,43,Spain,no
22772,Male,23,Cote d'Ivoire,PM
22773,Male,61,Trinidad and Tobago,music
22774,Female,19,Guinea-Bissau,away
22775,Female,27,Solomon Islands,and
22776,Male,32,Israel,become
22777,Female,50,Sudan,apply
22778,Other,33,Cyprus,main
22779,Other,37,Korea,mouth
22780,Other,53,Latvia,act
22781,Male,23,Korea,vote
22782,Male,53,Saudi Arabia,series
22783,Female,56,Kenya,authority
22784,Female,58,Christmas Island,movie
22785,Other,59,Spain,area
22786,Other,61,Dominica,network
22787,Other,37,Romania,newspaper
22788,Male,43,Hong Kong,speech
22789,Other,21,Isle of Man,nation
22790,Female,22,Mayotte,after
22791,Male,46,India,not
22792,Female,64,Singapore,example
22793,Male,29,Martinique,light
22794,Other,45,Antigua and Barbuda,cold
22795,Female,26,Palau,if
22796,Female,56,Korea,treat
22797,Other,38,Albania,glass
22798,Male,49,Guyana,next
22799,Female,59,Djibouti,owner
22800,Other,57,Marshall Islands,admit
22801,Other,52,South Georgia and the South Sandwich Islands,lay
22802,Female,54,Monaco,change
22803,Female,55,Qatar,choose
22804,Female,41,Kiribati,today
22805,Other,31,Finland,child
22806,Male,43,Jordan,toward
22807,Other,51,Isle of Man,official
22808,Other,64,Libyan Arab Jamahiriya,interview
22809,Other,30,Falkland Islands (Malvinas),media
22810,Male,51,Reunion,exist
22811,Other,49,Ireland,off
22812,Other,53,Vietnam,rate
22813,Male,64,Albania,already
22814,Other,30,Central African Republic,possible
22815,Female,30,United States Minor Outlying Islands,soon
22816,Other,30,Tokelau,some
22817,Male,32,French Guiana,could
22818,Female,39,Malaysia,style
22819,Other,63,Gibraltar,treat
22820,Male,48,Malawi,even
22821,Female,55,New Caledonia,subject
22822,Female,33,French Southern Territories,member
22823,Male,42,Liberia,leg
22824,Male,29,Greece,white
22825,Male,40,Lebanon,space
22826,Male,64,Congo,list
22827,Male,64,Dominica,glass
22828,Female,36,Guadeloupe,feeling
22829,Male,50,Tokelau,vote
22830,Other,49,Lebanon,certain
22831,Other,35,Lesotho,role
22832,Other,56,Fiji,laugh
22833,Male,26,Macao,thus
22834,Other,44,Hong Kong,market
22835,Female,31,Antarctica (the territory South of 60 deg S),visit
22836,Other,36,Greenland,especially
22837,Female,54,Singapore,difficult
22838,Male,24,Jersey,environmental
22839,Male,61,Sierra Leone,lose
22840,Female,42,Aruba,although
22841,Female,50,Slovakia (Slovak Republic),none
22842,Other,45,Botswana,few
22843,Female,36,Cyprus,cut
22844,Female,62,Hong Kong,mention
22845,Other,37,Congo,bar
22846,Female,19,Cayman Islands,two
22847,Female,56,Yemen,alone
22848,Female,52,United States Minor Outlying Islands,alone
22849,Female,58,Cook Islands,tend
22850,Female,43,Luxembourg,above
22851,Male,56,Cameroon,others
22852,Other,61,Chile,hot
22853,Other,46,Belgium,himself
22854,Male,49,India,everything
22855,Female,53,Canada,remain
22856,Other,31,Greenland,Mr
22857,Other,54,China,account
22858,Other,26,Greece,recent
22859,Male,20,Tonga,think
22860,Female,55,Afghanistan,become
22861,Female,57,Cape Verde,really
22862,Other,36,Japan,term
22863,Male,25,Gambia,from
22864,Other,48,Netherlands,catch
22865,Other,30,South Georgia and the South Sandwich Islands,cup
22866,Male,36,Greenland,instead
22867,Male,48,Brazil,almost
22868,Male,34,South Georgia and the South Sandwich Islands,sound
22869,Other,35,United States of America,by
22870,Male,33,Cayman Islands,white
22871,Male,55,Faroe Islands,style
22872,Male,58,Turks and Caicos Islands,eight
22873,Male,45,United States Virgin Islands,around
22874,Male,48,Sudan,decision
22875,Male,26,Botswana,fly
22876,Male,23,Palestinian Territory,write
22877,Female,57,Trinidad and Tobago,determine
22878,Male,32,Tanzania,statement
22879,Male,21,Moldova,wall
22880,Female,38,Latvia,rise
22881,Female,36,United Kingdom,listen
22882,Other,51,Tunisia,early
22883,Female,22,Lesotho,throw
22884,Other,39,Seychelles,hundred
22885,Other,65,Argentina,second
22886,Other,38,Cote d'Ivoire,win
22887,Other,38,Taiwan,certainly
22888,Other,32,Tajikistan,security
22889,Male,59,Comoros,claim
22890,Male,63,Romania,actually
22891,Male,30,Faroe Islands,executive
22892,Other,53,Latvia,reveal
22893,Female,23,Equatorial Guinea,owner
22894,Female,32,Malaysia,check
22895,Male,40,United States Virgin Islands,late
22896,Male,37,New Zealand,explain
22897,Other,29,Nepal,agent
22898,Other,18,Holy See (Vatican City State),consider
22899,Male,49,Reunion,anyone
22900,Male,26,Swaziland,general
22901,Female,56,Guyana,successful
22902,Male,20,Tokelau,benefit
22903,Female,48,Angola,TRUE
22904,Male,55,Djibouti,several
22905,Male,32,Belize,enough
22906,Female,46,Uruguay,own
22907,Male,20,Tajikistan,current
22908,Male,36,Cambodia,alone
22909,Male,40,Honduras,can
22910,Female,18,Holy See (Vatican City State),century
22911,Male,19,Sri Lanka,his
22912,Other,41,Tuvalu,require
22913,Female,36,Ukraine,follow
22914,Other,53,Monaco,alone
22915,Female,39,Reunion,detail
22916,Other,54,United Arab Emirates,sometimes
22917,Other,23,Guinea-Bissau,shoulder
22918,Male,43,Greenland,community
22919,Male,64,Svalbard & Jan Mayen Islands,student
22920,Other,38,Bahamas,resource
22921,Male,59,Guam,likely
22922,Female,57,Lao People's Democratic Republic,onto
22923,Other,27,Bosnia and Herzegovina,board
22924,Other,28,Monaco,event
22925,Male,19,South Georgia and the South Sandwich Islands,foreign
22926,Female,61,Falkland Islands (Malvinas),note
22927,Male,37,Iraq,decision
22928,Other,38,Faroe Islands,oil
22929,Female,22,Libyan Arab Jamahiriya,likely
22930,Other,47,American Samoa,debate
22931,Other,40,Malaysia,strong
22932,Other,30,Puerto Rico,history
22933,Male,38,Kuwait,hair
22934,Other,59,Argentina,because
22935,Other,26,Kiribati,bed
22936,Other,54,Greenland,support
22937,Other,46,Saint Martin,value
22938,Male,45,Ethiopia,lead
22939,Other,47,Japan,idea
22940,Male,49,Azerbaijan,back
22941,Male,45,United States of America,event
22942,Other,52,Palestinian Territory,soldier
22943,Female,58,Saint Helena,church
22944,Male,29,Canada,guess
22945,Female,27,Iraq,order
22946,Female,63,Greece,development
22947,Female,50,Antigua and Barbuda,business
22948,Female,22,Italy,age
22949,Female,30,Hungary,identify
22950,Other,52,United Arab Emirates,people
22951,Female,41,Indonesia,really
22952,Female,58,Ecuador,election
22953,Other,50,Swaziland,hot
22954,Other,61,Cameroon,anyone
22955,Female,30,Norfolk Island,anyone
22956,Female,38,Venezuela,blood
22957,Other,38,Micronesia,front
22958,Other,53,Mozambique,far
22959,Male,27,Malaysia,may
22960,Male,35,Egypt,image
22961,Other,51,North Macedonia,raise
22962,Female,24,Georgia,yourself
22963,Female,58,Finland,campaign
22964,Female,22,Micronesia,stuff
22965,Other,43,Korea,hour
22966,Male,35,Micronesia,Democrat
22967,Other,26,Grenada,can
22968,Male,50,French Polynesia,write
22969,Female,33,Croatia,accept
22970,Other,32,Montserrat,suddenly
22971,Female,25,North Macedonia,recent
22972,Other,21,Panama,occur
22973,Female,60,Slovakia (Slovak Republic),against
22974,Female,51,El Salvador,plant
22975,Female,47,Pitcairn Islands,former
22976,Female,62,United States Virgin Islands,huge
22977,Female,62,Germany,thought
22978,Male,23,Madagascar,happy
22979,Male,46,British Virgin Islands,network
22980,Male,19,Russian Federation,Mrs
22981,Female,54,Kuwait,join
22982,Other,61,Djibouti,have
22983,Other,50,South Africa,church
22984,Female,23,Northern Mariana Islands,wonder
22985,Male,53,Czech Republic,ability
22986,Male,38,Aruba,purpose
22987,Female,22,Kiribati,mention
22988,Other,35,Cook Islands,source
22989,Male,58,Korea,region
22990,Male,49,French Polynesia,minute
